LOG SESSION DATE: 16.02.2026 01:38
--------------------------------------------------
01:38:43 | main.py                                    | INFO     | Storage Initialized: 'simulation_results.csv'
01:38:43 | main.py                                    | INFO     | Starting Simulation Sequence
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     | Configuring RF Frequencies: 'VDS40_Load_Pull'
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.5 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.6 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.7 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.8 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.9 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.0 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.1 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.2 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.3 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.4 GHz
01:38:43 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   └── Added Frequency: 13.5 GHz
01:38:43 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'DCVS.VDS' in 'VDS40_Load_Pull'
01:38:43 | pyawr_configure_schematic_element.py       | INFO     |   └── V: [40] -> [40]
01:38:43 | main.py                                    | INFO     | State Matrix Generated: 1 unique combinations.
01:38:43 | main.py                                    | INFO     | >>> PROCESSING STATE 1/1: ('30', '-2.9')
01:38:43 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'PORT1.P1' in 'VDS40_Load_Pull'
01:38:43 | pyawr_configure_schematic_element.py       | INFO     |   └── Pwr: [30] -> [30]
01:38:43 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'DCVS.VGS' in 'VDS40_Load_Pull'
01:38:43 | pyawr_configure_schematic_element.py       | INFO     |   └── V: [-2.9] -> [-2.9]
01:38:43 | main.py                                    | INFO     |    > Iteration 1/2 (Radius: 0.99)
01:38:43 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'HBTUNER3.SourceTuner' in 'VDS40_Load_Pull'
01:38:43 | pyawr_configure_schematic_element.py       | INFO     |   ├── Mag1: [0.8760011874045106] -> [calcMag(50,0,z0)]
01:38:43 | pyawr_configure_schematic_element.py       | INFO     |   └── Ang1: [-61.28264362132166] -> [calcAng(50,0,z0)]
01:38:43 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'HBTUNER3.LoadTuner' in 'VDS40_Load_Pull'
01:38:43 | pyawr_configure_schematic_element.py       | INFO     |   ├── Mag1: [0.6857973681544773] -> [0.0]
01:38:43 | pyawr_configure_schematic_element.py       | INFO     |   └── Ang1: [-122.92745210725934] -> [0.0]
01:38:43 | pyawr_loadpull_wizard.py                   | INFO     | Starting Load Pull Wizard Automation Sequence
