LOG SESSION DATE: 16.02.2026 16:45
--------------------------------------------------
16:45:08 | main.py                                    | INFO     | Storage Initialized: 'simulation_results.csv'
16:45:08 | main.py                                    | INFO     | Starting Simulation Sequence
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     | Configuring RF Frequencies: 'VDS40_Load_Pull'
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.7 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.75 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.8 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.85 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.9 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 12.95 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.0 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.05 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.1 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.15 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   ├── Added Frequency: 13.2 GHz
16:45:08 | pyawr_configure_schematic_rf_frequency.py  | INFO     |   └── Added Frequency: 13.25 GHz
16:45:08 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'DCVS.VDS' in 'VDS40_Load_Pull'
16:45:08 | pyawr_configure_schematic_element.py       | INFO     |   └── V: [40] -> [40]
16:45:08 | main.py                                    | INFO     | State Matrix Generated: 1 unique combinations.
16:45:08 | main.py                                    | INFO     | >>> PROCESSING STATE 1/1: ('30', '-2.9')
16:45:08 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'PORT1.P1' in 'VDS40_Load_Pull'
16:45:08 | pyawr_configure_schematic_element.py       | INFO     |   └── Pwr: [30] -> [30]
16:45:08 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'DCVS.VGS' in 'VDS40_Load_Pull'
16:45:08 | pyawr_configure_schematic_element.py       | INFO     |   └── V: [-2.9] -> [-2.9]
16:45:08 | main.py                                    | INFO     |    > Iteration 1/3 (Radius: 0.99)
16:45:08 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'HBTUNER3.SourceTuner' in 'VDS40_Load_Pull'
16:45:08 | pyawr_configure_schematic_element.py       | INFO     |   ├── Mag1: [0.8712491709078208] -> [calcMag(50,0,z0)]
16:45:08 | pyawr_configure_schematic_element.py       | INFO     |   └── Ang1: [-61.12525306350318] -> [calcAng(50,0,z0)]
16:45:08 | pyawr_configure_schematic_element.py       | INFO     | Configuring Element: 'HBTUNER3.LoadTuner' in 'VDS40_Load_Pull'
16:45:08 | pyawr_configure_schematic_element.py       | INFO     |   ├── Mag1: [0.690975707446417] -> [0.0]
16:45:08 | pyawr_configure_schematic_element.py       | INFO     |   └── Ang1: [-122.60657556581869] -> [0.0]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     | Starting Load Pull Wizard Automation Sequence
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |   ├── Configuring Wizard Parameters:
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     ├── LP_MaxHarmonic: [3] -> [1]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     ├── LP_DataFileName: [LP_Data] -> [source_data_1]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     ├── LP_OverwriteDataFile: [0] -> [True]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     ├── LP_Sweep_Source1: [0] -> [True]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     ├── LP_Sweep_Load1: [1] -> [False]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     ├── LP_Source1_Density: [Medium] -> [Extra fine]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     ├── LP_Source1_Radius: [0.6] -> [0.99]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     ├── LP_Source1_CenterMagnitude: [0.8] -> [0.0]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |     └── LP_Source1_CenterAngle: [180.0] -> [0.0]
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |   ├── Configuration Summary: 9 Success, 0 Failed.
16:45:08 | pyawr_loadpull_wizard.py                   | INFO     |   ├── Triggering Load Pull Execution (Exec)...
